,基本形,品詞,スコア
42766,uzbek,名詞,-0.000145764
42767,knotgrass,名詞,-0.000145789
42768,phoenicopteridae,名詞,-0.000145806
42769,vanda,名詞,-0.000145893
42770,mayor,名詞,-0.000145944
42771,hippotragus,名詞,-0.000145967
42772,heteromeles,名詞,-0.000146488
42773,cyanuramide,名詞,-0.000147324
42774,plummet,名詞,-0.000147435
42775,schaffneria,名詞,-0.000148171
42776,sanguinaria,名詞,-0.000148171
42777,romneya,名詞,-0.000148171
42778,pseudotaxus,名詞,-0.000148171
42779,nuytsia,名詞,-0.000148171
42780,linnaea,名詞,-0.000148171
42781,leitneria,名詞,-0.000148171
42782,lanthanotus,名詞,-0.000148171
42783,drosophyllum,名詞,-0.000148171
42784,cliftonia,名詞,-0.000148171
42785,chamaedaphne,名詞,-0.000148171
42786,calluna,名詞,-0.000148171
42787,anemopsis,名詞,-0.000148171
42788,sundacarpus,名詞,-0.000148188
42789,mullidae,名詞,-0.000148278
42790,lincolnshire,名詞,-0.000148302
42791,code,動詞,-0.000148831
42792,layered,形容詞,-0.000149324
42793,darmera,名詞,-0.000149671
42794,peltiphyllum,名詞,-0.000149687
42795,panicled,形容詞,-0.000150184
42796,homeostatically,副詞,-0.000150273
42797,lota,名詞,-0.000150633
42798,fijis,名詞,-0.000150689
42799,bacteroid,名詞,-0.000151316
42800,asteroidal,形容詞,-0.000151326
42801,sirenia,名詞,-0.000151333
42802,cocculus,名詞,-0.000151614
42803,oldwench,名詞,-0.000151716
42804,oscillogram,名詞,-0.000152399
42805,soot,動詞,-0.000152638
42806,loupe,名詞,-0.000152795
42807,annum,名詞,-0.000153253
42808,twenty-sixth,形容詞,-0.000154675
42809,chinese,形容詞,-0.000154972
42810,lookup,名詞,-0.000155545
42811,endospore,名詞,-0.000155578
42812,encapsulation,名詞,-0.000155856
42813,biconcave,形容詞,-0.000155918
42814,mastopexy,名詞,-0.000156078
42815,natrolite,名詞,-0.000156122
42816,petchary,名詞,-0.000156177
42817,unshaven,形容詞,-0.000156367
42818,agrostis,名詞,-0.000156419
42819,sundanese,名詞,-0.000156741
42820,oreopteris,名詞,-0.000156744
42821,disenfranchisement,名詞,-0.000156834
42822,albuginaceae,名詞,-0.000156966
42823,anisogametic,形容詞,-0.000157451
42824,blastocladia,名詞,-0.000157476
42825,gastrocybe,名詞,-0.000157514
42826,curdled,形容詞,-0.000157633
42827,grumose,形容詞,-0.000157639
42828,grumous,形容詞,-0.000157645
42829,nonphilosophical,形容詞,-0.000158129
42830,nonphilosophic,形容詞,-0.00015813
42831,heterotheca,名詞,-0.000158402
42832,pied-a-terre,名詞,-0.000158715
42833,delphinapterus,名詞,-0.000158777
42834,capybara,名詞,-0.000159662
42835,armada,名詞,-0.000159721
42836,she-oak,名詞,-0.000159746
42837,puffin,名詞,-0.00015989
42838,mane,名詞,-0.000160004
42839,deepening,形容詞,-0.000160128
42840,capibara,名詞,-0.000160213
42841,bedhop,動詞,-0.000160474
42842,ms-dos,名詞,-0.000160575
42843,protozoan,形容詞,-0.000160675
42844,basset,動詞,-0.000160714
42845,telco,名詞,-0.000161085
42846,benin,名詞,-0.000161136
42847,soaking,形容詞,-0.000161159
42848,sodden,形容詞,-0.000161166
42849,dahomey,名詞,-0.000161169
42850,sopping,形容詞,-0.000161172
42851,soppy,形容詞,-0.000161177
42852,bent-grass,名詞,-0.000161199
42853,sphyraenidae,名詞,-0.000161275
42854,anatomise,動詞,-0.000161317
42855,pholidota,名詞,-0.000161696
42856,thermoelectricity,名詞,-0.000161795
42857,intercom,名詞,-0.000161799
42858,turritis,名詞,-0.000162136
42859,phycobilin,名詞,-0.000162714
42860,roomer,名詞,-0.000162883
42861,balloonfish,名詞,-0.000162907
42862,saying,名詞,-0.000163104
42863,desmidiaceae,名詞,-0.000164644
42864,bestiality,名詞,-0.000164693
42865,zooerastia,名詞,-0.000164709
42866,zooerasty,名詞,-0.000164713
42867,homozygosity,名詞,-0.000164919
42868,bombycid,名詞,-0.000165166
42869,townsman,名詞,-0.000165234
42870,mammogram,名詞,-0.000165617
42871,nowise,副詞,-0.000165661
42872,nohow,副詞,-0.000165661
42873,decarboxylation,名詞,-0.000165858
42874,ptilocrinus,名詞,-0.000166242
42875,lobelia,名詞,-0.000166423
42876,inguinal,形容詞,-0.000166471
42877,three-figure,形容詞,-0.000166679
42878,gheg,名詞,-0.000166696
42879,cherepovets,名詞,-0.000166859
42880,bovid,形容詞,-0.000167123
42881,polymerisation,名詞,-0.000167749
42882,fieldmouse,名詞,-0.00016805
42883,hydrate,名詞,-0.0001681
42884,psychopsis,名詞,-0.000168254
42885,detailing,名詞,-0.000168375
42886,particularisation,名詞,-0.000168394
42887,dard,名詞,-0.000168395
42888,particularization,名詞,-0.000168397
42889,dardic,名詞,-0.000168403
42890,antilles,名詞,-0.000168691
42891,aztecan,名詞,-0.000168946
42892,campfire,名詞,-0.000169449
42893,steroidal,形容詞,-0.000169504
42894,chloranthaceae,名詞,-0.000170246
42895,torpediniformes,名詞,-0.000170257
42896,cordylidae,名詞,-0.000170299
42897,nineteenth,形容詞,-0.000170406
42898,mandible,名詞,-0.000170984
42899,nantes,名詞,-0.000171082
42900,curvy,形容詞,-0.000171714
42901,monotropaceae,名詞,-0.000171803
42902,awlwort,名詞,-0.000172007
42903,plasterwork,名詞,-0.000172132
42904,daily,形容詞,-0.000172301
42905,kainite,名詞,-0.000172433
42906,twenty-first,形容詞,-0.000172497
42907,ethnocentric,形容詞,-0.000172847
42908,placard,動詞,-0.000172885
42909,soapwort,名詞,-0.000172977
42910,arcadic,名詞,-0.000173018
42911,ionic,名詞,-0.000173033
42912,doric,名詞,-0.000173033
42913,cacique,名詞,-0.00017347
42914,cazique,名詞,-0.000173485
42915,transitional,形容詞,-0.000173619
42916,antibaryon,名詞,-0.000174131
42917,everyplace,副詞,-0.000174561
42918,weekend,名詞,-0.000174775
42919,erianthus,名詞,-0.000174927
42920,gomel,名詞,-0.000174952
42921,homel,名詞,-0.000174959
42922,chacma,名詞,-0.000175098
42923,nonsteroidal,形容詞,-0.000175348
42924,sou'-east,副詞,-0.000175624
42925,chaenopsis,名詞,-0.000176195
42926,rypticus,名詞,-0.000176263
42927,polyergus,名詞,-0.000176872
42928,formicidae,名詞,-0.000176872
42929,filly,名詞,-0.000176912
42930,mediterranean,名詞,-0.000177186
42931,south-east,副詞,-0.000177252
42932,southeast,副詞,-0.000177268
42933,christmasberry,名詞,-0.000177684
42934,oystercatcher,名詞,-0.000177695
42935,unicellular,形容詞,-0.000177826
42936,aeolic,名詞,-0.000177911
42937,eolic,名詞,-0.000177928
42938,bisontine,形容詞,-0.000177954
42939,tamarin,名詞,-0.000178141
42940,cylindricality,名詞,-0.000178549
42941,cylindricalness,名詞,-0.000178563
42942,ephedraceae,名詞,-0.000179192
42943,tenosynovitis,名詞,-0.000179202
42944,welwitschiaceae,名詞,-0.000179209
42945,selaginellales,名詞,-0.000179209
42946,flindersia,名詞,-0.000179227
42947,stenocarpus,名詞,-0.000179255
42948,sulphate,名詞,-0.000179647
42949,anglophobic,形容詞,-0.000180144
42950,anglophilic,形容詞,-0.000180144
42951,homosporous,形容詞,-0.000180163
42952,thimbleberry,名詞,-0.000180791
42953,shortstop,名詞,-0.00018103
42954,lombardia,名詞,-0.000182322
42955,lombardy,名詞,-0.000182331
42956,silene,名詞,-0.00018252
42957,activase,名詞,-0.000182532
42958,cross-linguistic,形容詞,-0.000182535
42959,cricetus,名詞,-0.000182611
42960,adiantaceae,名詞,-0.000183066
42961,thyreophora,名詞,-0.000183134
42962,thyreophoran,名詞,-0.000183144
42963,umpteenth,形容詞,-0.000183324
42964,umptieth,形容詞,-0.000183326
42965,umteenth,形容詞,-0.000183327
42966,argon,名詞,-0.000183352
42967,rameses,名詞,-0.000183999
42968,ramesses,名詞,-0.000184003
42969,ramses,名詞,-0.000184006
42970,dispersal,名詞,-0.000184028
42971,overstock,動詞,-0.000184092
42972,uncrowned,形容詞,-0.000184447
42973,lorchel,名詞,-0.000184551
42974,celastraceae,名詞,-0.0001846
42975,ichthyosauridae,名詞,-0.000184945
42976,pigeonholing,名詞,-0.000185913
42977,courlan,名詞,-0.000185943
42978,anteriorly,副詞,-0.000186368
42979,alcyonaria,名詞,-0.000186731
42980,loloish,名詞,-0.000186754
42981,conjuration,名詞,-0.000186772
42982,nymphaeaceae,名詞,-0.000186955
42983,lolium,名詞,-0.000187729
42984,drugstore,名詞,-0.000188053
42985,bartholin,名詞,-0.000188183
42986,hypoxidaceae,名詞,-0.000188253
42987,chloris,名詞,-0.00018831
42988,oat,名詞,-0.000188451
42989,citellus,名詞,-0.000188681
42990,spermophilus,名詞,-0.000188702
42991,colchis,名詞,-0.000188809
42992,giantess,名詞,-0.000189011
42993,closed-circuit,形容詞,-0.00018933
42994,tuberaceae,名詞,-0.000189657
42995,psychedelia,名詞,-0.000190335
42996,serin,名詞,-0.000190518
42997,diss,動詞,-0.000190624
42998,conrad,名詞,-0.000191473
42999,nocturnally,副詞,-0.000191821
43000,adriatic,名詞,-0.000191906
43001,waterdog,名詞,-0.000191956
43002,umbundu,名詞,-0.000192341
43003,exothermal,形容詞,-0.000192378
43004,exothermic,形容詞,-0.000192391
43005,heat-releasing,形容詞,-0.00019241
43006,cyclical,形容詞,-0.000192698
43007,pipra,名詞,-0.000193054
43008,lyonia,名詞,-0.000193158
43009,dryopithecus,名詞,-0.000194013
43010,fluvial,形容詞,-0.000194039
43011,laurus,名詞,-0.000194185
43012,asimina,名詞,-0.00019476
43013,cachalot,名詞,-0.000194897
43014,sulfanilamide,名詞,-0.000194936
43015,stibnite,名詞,-0.000195359
43016,lobularity,名詞,-0.000195768
43017,ghatti,名詞,-0.000195905
43018,loxomataceae,名詞,-0.000196045
43019,horizontal,名詞,-0.000196584
43020,reflectometer,名詞,-0.000196603
43021,sailor's-choice,名詞,-0.000196983
43022,copperware,名詞,-0.000197197
43023,bottle-fed,形容詞,-0.000197255
43024,bimotored,形容詞,-0.000198049
43025,trimotored,形容詞,-0.000198104
43026,boss-eyed,形容詞,-0.00019902
43027,mononucleate,形容詞,-0.000199038
43028,jubbulpore,名詞,-0.000199058
43029,jabalpur,名詞,-0.000199058
43030,psilophytaceae,名詞,-0.000199289
43031,oration,名詞,-0.000199492
43032,hydrogenation,名詞,-0.00019992
43033,callirhoe,名詞,-0.000200042
43034,workmate,名詞,-0.000200211
43035,longbow,名詞,-0.000200227
43036,pickle,動詞,-0.000200425
43037,nasopharyngeal,形容詞,-0.000200521
43038,mesenteric,形容詞,-0.000200521
43039,saharan,形容詞,-0.00020053
43040,brickkiln,名詞,-0.000201009
43041,traveling,形容詞,-0.000201261
43042,cydippea,名詞,-0.000201684
43043,cydippida,名詞,-0.000201703
43044,cydippidea,名詞,-0.000201718
43045,potentilla,名詞,-0.000202089
43046,anhima,名詞,-0.000202365
43047,eichhornia,名詞,-0.000202398
43048,byblos,名詞,-0.000202508
43049,lycoperdon,名詞,-0.000202855
43050,hesperus,名詞,-0.000203175
43051,dinoflagellate,名詞,-0.000203299
43052,connarus,名詞,-0.000203536
43053,theobroma,名詞,-0.000203809
43054,sepiolite,名詞,-0.00020381
43055,indo-hittite,名詞,-0.00020388
43056,leadplant,名詞,-0.000204023
43057,widgeon,名詞,-0.000204281
43058,wigeon,名詞,-0.000204286
43059,akaba,名詞,-0.000204754
43060,aqaba,名詞,-0.000204764
43061,annaba,名詞,-0.000204975
43062,cuprous,形容詞,-0.000205225
43063,frederick,名詞,-0.000205396
43064,machaeranthera,名詞,-0.000205595
43065,eutamias,名詞,-0.000205595
43066,diodontidae,名詞,-0.00020588
43067,ornithorhynchidae,名詞,-0.000206353
43068,cottonseed,名詞,-0.000206512
43069,autoradiographic,形容詞,-0.000206516
43070,tenfold,形容詞,-0.000206874
43071,nymphaea,名詞,-0.00020709
43072,grill,動詞,-0.000207457
43073,lipped,形容詞,-0.000208368
43074,undergrad,名詞,-0.000208378
43075,acetylic,形容詞,-0.000208463
43076,termer,名詞,-0.00020864
43077,cestum,名詞,-0.00020933
43078,reminiscence,名詞,-0.000210014
43079,silybum,名詞,-0.000210278
43080,nothosauria,名詞,-0.000210692
43081,sisyridae,名詞,-0.000210746
43082,inshore,副詞,-0.000211127
43083,chardonnay,名詞,-0.000211158
43084,containership,名詞,-0.000211444
43085,unextended,形容詞,-0.000211761
43086,bisayas,名詞,-0.000211877
43087,abdominovesical,形容詞,-0.000211877
43088,muscovite,名詞,-0.000212383
43089,tympanitis,名詞,-0.00021286
43090,cornhusker,名詞,-0.000212931
43091,tidy,名詞,-0.000213223
43092,specimen,名詞,-0.000213428
43093,geochelone,名詞,-0.000213464
43094,snorkeling,名詞,-0.000213569
43095,strasbourg,名詞,-0.000213975
43096,strassburg,名詞,-0.000213981
43097,postpositive,形容詞,-0.000214211
43098,testudinidae,名詞,-0.000214785
43099,atherosclerotic,形容詞,-0.000214945
43100,fieldsman,名詞,-0.000215192
43101,cosmocampus,名詞,-0.000215554
43102,capros,名詞,-0.000215554
43103,astropogon,名詞,-0.000215554
43104,antigonia,名詞,-0.000215554
43105,photoblepharon,名詞,-0.000215619
43106,maxostoma,名詞,-0.000215619
43107,krypterophaneron,名詞,-0.000215619
43108,hypentelium,名詞,-0.000215619
43109,cherbourg,名詞,-0.000215632
43110,alpha-naphthol,名詞,-0.00021596
43111,polygonally,副詞,-0.000216216
43112,silvia,名詞,-0.000216661
43113,plantar,形容詞,-0.000216707
43114,durrell,名詞,-0.000217134
43115,one-seventh,名詞,-0.000217301
43116,geraniaceae,名詞,-0.000217805
43117,regiment,動詞,-0.000217987
43118,spicate,形容詞,-0.00021812
43119,microradian,名詞,-0.000218352
43120,oceania,名詞,-0.000218709
43121,oceanica,名詞,-0.000218714
43122,tzara,名詞,-0.000219294
43123,monoclinal,形容詞,-0.000219356
43124,nubble,名詞,-0.000219437
43125,sphaerocarpos,名詞,-0.000219629
43126,sphaerocarpus,名詞,-0.000219635
43127,viscum,名詞,-0.000220096
43128,dyirbal,名詞,-0.000220301
43129,jirrbal,名詞,-0.000220307
43130,walbiri,名詞,-0.000220313
43131,warlpiri,名詞,-0.000220317
43132,zostera,名詞,-0.000220483
43133,prosthetics,名詞,-0.000220791
43134,hyoid,形容詞,-0.000221023
43135,quarterback,名詞,-0.000221383
43136,callithricidae,名詞,-0.000222003
43137,gallup,名詞,-0.000222089
43138,pianissimo,副詞,-0.000222561
43139,petalless,形容詞,-0.000222844
43140,heliamphora,名詞,-0.000223051
43141,ascaphus,名詞,-0.000223484
43142,sartor,名詞,-0.000223551
43143,seamster,名詞,-0.000223555
43144,tailor,名詞,-0.000223559
43145,meningeal,形容詞,-0.000223744
43146,filter-tipped,形容詞,-0.000223989
43147,grail,名詞,-0.000224222
43148,sangraal,名詞,-0.000224231
43149,dartmouth,名詞,-0.000224718
43150,accumulative,形容詞,-0.000224826
43151,hypocreales,名詞,-0.00022518
43152,menarche,名詞,-0.000225257
43153,louisville,名詞,-0.00022601
43154,plattdeutsch,名詞,-0.00022618
43155,akan,名詞,-0.000226185
43156,oscillograph,名詞,-0.000226374
43157,annona,名詞,-0.000226423
43158,cryptogramma,名詞,-0.00022655
43159,ornithogalum,名詞,-0.000226569
43160,nelumbo,名詞,-0.000226569
43161,muscari,名詞,-0.000226569
43162,liriope,名詞,-0.000226569
43163,jacquinia,名詞,-0.000226569
43164,chelyabinsk,名詞,-0.000227172
43165,omsk,名詞,-0.000227195
43166,ufa,名詞,-0.000227204
43167,migrant,名詞,-0.000227439
43168,gael,名詞,-0.000227575
43169,general,動詞,-0.000227712
43170,galea,名詞,-0.000227933
43171,territorial,名詞,-0.000228163
43172,musnud,名詞,-0.000228367
43173,ovine,形容詞,-0.0002295
43174,scrivened,形容詞,-0.000229524
43175,akvavit,名詞,-0.000230912
43176,blackface,名詞,-0.000231083
43177,fraxinus,名詞,-0.00023129
43178,mucopurulent,形容詞,-0.000231344
43179,callisto,名詞,-0.000231524
43180,brachycephalic,形容詞,-0.000231699
43181,bunting,名詞,-0.000232363
43182,pipeful,名詞,-0.000232747
43183,ghrf,名詞,-0.000232821
43184,put-up,形容詞,-0.000232908
43185,wallaby,名詞,-0.000232934
43186,arsenal,名詞,-0.000233324
43187,lepiota,名詞,-0.000233915
43188,decigram,名詞,-0.00023394
43189,dg,名詞,-0.000233956
43190,impressionist,名詞,-0.000234139
43191,cystine,名詞,-0.000234139
43192,pinckneya,名詞,-0.000234306
43193,amphibrach,名詞,-0.000234406
43194,ochna,名詞,-0.000234436
43195,verbiage,名詞,-0.00023486
43196,maracay,名詞,-0.000235534
43197,chalet,名詞,-0.000235767
43198,oujda,名詞,-0.000236
43199,shua,名詞,-0.000236137
43200,blusher,名詞,-0.000236138
43201,ellipsoid,形容詞,-0.000237034
43202,non-circular,形容詞,-0.000237056
43203,imbrue,動詞,-0.000237574
43204,macadamise,動詞,-0.000237994
43205,macadamize,動詞,-0.000238003
43206,southwards,副詞,-0.000238011
43207,tarmac,動詞,-0.000238018
43208,burmese-yi,名詞,-0.000239147
43209,lolo-burmese,名詞,-0.000239164
43210,theophrastaceae,名詞,-0.000239238
43211,hypnotherapy,名詞,-0.000239296
43212,parthenium,名詞,-0.000239451
43213,padlock,動詞,-0.000239537
43214,erysiphaceae,名詞,-0.00023987
43215,resedaceae,名詞,-0.000239894
43216,actinomeris,名詞,-0.000240084
43217,vangueria,名詞,-0.000240254
43218,asheville,名詞,-0.000240326
43219,nonwashable,形容詞,-0.000240715
43220,bimester,名詞,-0.000240745
43221,pantechnicon,名詞,-0.000240748
43222,lechartelierite,名詞,-0.000242834
43223,isopyrum,名詞,-0.000243029
43224,lancashire,名詞,-0.000244714
43225,spartium,名詞,-0.000244722
43226,unshaved,形容詞,-0.00024505
43227,hydrogel,名詞,-0.000245173
43228,buteo,名詞,-0.00024544
43229,aldrovanda,名詞,-0.000245865
43230,tolmiea,名詞,-0.000245894
43231,dactylis,名詞,-0.000246033
43232,mwera,名詞,-0.000246229
43233,carica,名詞,-0.00024637
43234,taccaceae,名詞,-0.000246922
43235,sown,形容詞,-0.000247136
43236,megaspore,名詞,-0.000247392
43237,wigmaker,名詞,-0.000247526
43238,physalis,名詞,-0.000247814
43239,accelerometer,名詞,-0.000248589
43240,fritillary,名詞,-0.000248697
43241,faisal,名詞,-0.000249089
43242,fahd,名詞,-0.000249089
43243,macbeth,名詞,-0.000249099
43244,mantelpiece,名詞,-0.000249272
43245,revisal,名詞,-0.000249615
43246,revise,名詞,-0.000249619
43247,actias,名詞,-0.000249801
43248,cytoplasmatic,形容詞,-0.00025003
43249,liger,名詞,-0.000251085
43250,zoril,名詞,-0.000251113
43251,teleost,名詞,-0.000251717
43252,cornel,名詞,-0.00025225
43253,gesneriad,名詞,-0.000252996
43254,pentose,名詞,-0.000254416
43255,triose,名詞,-0.000254421
43256,tetrose,名詞,-0.000254421
43257,porcellio,名詞,-0.000254791
43258,overflight,名詞,-0.000254828
43259,tiglon,名詞,-0.000255025
43260,tigon,名詞,-0.00025503
43261,camas,名詞,-0.000255068
43262,camash,名詞,-0.00025509
43263,camass,名詞,-0.000255109
43264,camosh,名詞,-0.000255126
43265,quamash,名詞,-0.000255159
43266,chimneypiece,名詞,-0.000255173
43267,mantlepiece,名詞,-0.000255216
43268,dallisgrass,名詞,-0.000255295
43269,paspalum,名詞,-0.000255332
43270,ophiuchus,名詞,-0.000255485
43271,burlington,名詞,-0.000255752
43272,rosehip,名詞,-0.000255899
43273,roofed,形容詞,-0.000255901
43274,capacitive,形容詞,-0.000255992
43275,semipublic,形容詞,-0.000256073
43276,pelycosauria,名詞,-0.000256171
43277,montane,形容詞,-0.000256183
43278,basiscopic,形容詞,-0.000256908
43279,hydropathic,形容詞,-0.000257006
43280,drumming,名詞,-0.000257029
43281,samarang,名詞,-0.000257374
43282,semarang,名詞,-0.000257378
43283,plectania,名詞,-0.000257403
43284,leptarrhena,名詞,-0.000257478
43285,formosan,名詞,-0.000257687
43286,parochially,副詞,-0.000258916
43287,nanaimo,名詞,-0.000258971
43288,bennettitaceae,名詞,-0.000259177
43289,throng,名詞,-0.00025932
43290,novosibirsk,名詞,-0.000259408
43291,gypaetus,名詞,-0.000259862
43292,bullshot,名詞,-0.000259876
43293,meconopsis,名詞,-0.000260239
43294,round-bottom,形容詞,-0.000260362
43295,round-bottomed,形容詞,-0.00026037
43296,chlorella,名詞,-0.000260392
43297,beta-naphthol,名詞,-0.000260524
43298,brachiate,動詞,-0.000260623
43299,ogler,名詞,-0.000260852
43300,sumptuary,形容詞,-0.000260958
43301,mansfield,名詞,-0.000261457
43302,barthelme,名詞,-0.000261718
43303,spondias,名詞,-0.000262184
43304,ex-president,名詞,-0.000262312
43305,exboyfriend,名詞,-0.000262368
43306,orator,名詞,-0.00026266
43307,jellyroll,名詞,-0.000262818
43308,daimler,名詞,-0.000262893
43309,macebearer,名詞,-0.000263326
43310,macer,名詞,-0.000263332
43311,sadomasochism,名詞,-0.000263777
43312,chronicle,動詞,-0.000263967
43313,heracleum,名詞,-0.000264279
43314,phytolaccaceae,名詞,-0.000264367
43315,sweltering,形容詞,-0.000264498
43316,comal,形容詞,-0.000264696
43317,peziza,名詞,-0.000264734
43318,plantlet,名詞,-0.000265041
43319,westerner,名詞,-0.000266182
43320,aegates,名詞,-0.000266316
43321,wollastonite,名詞,-0.000266589
43322,ithaca,名詞,-0.000266687
43323,celtic,名詞,-0.000266941
43324,astrocyte,名詞,-0.000267069
43325,argil,名詞,-0.00026721
43326,ramee,名詞,-0.000267474
